lat,lon,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,plot,loss
39.845,116.645,-0.002442362,-0.000625324,0.000521494,-4.11E-05,-1.70E-05,-0.0001539,0.000761586,-0.000579882,-0.003244392,0.004745927,0.197640268,-0.017503106,0.126661285,0.304305593,0.284272677,-0.002678512,0.048585022,0.057502661,0.029348835,0.091409688,0.123502496,0.478910914,0.060843769,0.102783766,0.319289948,0.015972943,-0.000658436,0.003843417,-0.013048589,,1.554581558
39.845,116.655,-0.010417894,0.006572257,-0.001982142,5.73E-05,7.53E-05,0.000682465,-0.00451172,0.013928801,-0.032631328,0.10783775,0.019290688,-0.015204651,0.025132157,0.315726761,0.220151907,0.020481369,0.149039919,0.096269651,-0.03554978,0.151072206,-0.064912645,1.166671544,0.550472422,0.130125586,0.416926922,0.102332289,0.000515112,0.000574205,-0.007886955,,1.02344276
39.845,116.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.845,116.675,7.53E-05,0,0,0,5.29E-23,-4.24E-22,-8.47E-22,-3.39E-21,2.03E-20,0.000682465,-0.003829255,0.010099546,-0.022906447,0.088910117,0.090915708,0.123085336,0.016013512,0.003931838,-0.018538124,0.044881864,0.070739676,0.003931838,-0.018538124,0.045035765,0.070660302,1.97E-05,-0.000199221,0.0010257,-0.002923144,,2.510107623
39.845,116.685,5.73E-05,7.53E-05,0,5.29E-23,-4.24E-22,-8.47E-22,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107304844,0.015934392,0.000682465,-0.003829255,0.00880148,-0.014665919,0.068150069,0.118730744,0.034459811,0.819166443,0.07967196,-1.21E-17,-4.34E-18,-8.20E-07,-2.59E-06,6.11E-05,-0.000173868,,0.860737653
39.845,116.695,0.047226943,-0.027313334,0.01328991,0.32721522,0.474795587,0.35183776,0.012064796,-0.000508356,0.055117334,-0.177041742,0.739157295,3.299239865,4.125078801,0.991970631,0.918325043,0.29976322,1.400336813,1.352551942,0.893262002,1.562522201,1.131013883,1.579669709,3.693578758,6.226560675,6.243936737,3.350773097,1.866810942,0.869621736,0.453403042,,0.379749898
39.855,116.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.855,116.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.855,116.115,0,0,0,0,0,5.29E-23,-8.47E-22,-8.47E-22,-1.02E-20,-6.10E-20,0.000682465,-0.00466562,0.014007921,-0.02854559,0.08884584,0.064901994,0.052804897,0.040524045,0.084589357,-0.031794963,0.102872244,0.033795031,-0.050861652,0.152340609,0.086593946,2.88E-05,-0.000233034,0.000992089,-0.002288246,,2.622530137
39.855,116.125,-0.005963408,0.00017183,0.000225913,-1.69E-21,-1.02E-20,-6.78E-21,-5.42E-20,0.002047396,-0.01353516,0.041632502,-0.096891463,0.32584637,0.030629983,0.036012325,0.098518157,-0.064647055,0.214609688,0.033233715,-0.00902344,0.028540067,-0.06847631,0.224026769,0.013474057,0.074981316,0.123242686,0.015923714,-9.70E-05,0.000711544,-0.003483176,,1.64706623
39.855,116.135,0.00648977,-0.001999124,5.73E-05,7.53E-05,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013774901,-0.032244407,0.111919147,-0.007115452,0.058810665,0.038416148,0.111236682,-0.002603732,0.045035765,0.070660556,2.60E-18,-1.52E-18,-1.08E-19,-5.42E-20,0,0,0,0,0,0,0,,2.652271312
39.855,116.145,0.012476268,-0.003627166,5.64E-05,0.000133627,2.71E-20,-2.71E-20,0.001211031,-0.008415754,0.026741239,-0.064633394,0.220003773,0.202435149,0.201877754,0.460979711,0.203507279,0.051907194,0.26481537,-0.01563962,0.335393335,0.214851087,0.248255034,0.066983657,0.285270244,0.031868784,-3.28E-07,-5.99E-07,2.08E-05,-6.85E-05,-0.000193864,,1.530965923
39.855,116.155,-0.006463907,0.001826166,-2.36E-05,-6.79E-05,-4.07E-20,1.49E-19,-0.000615601,0.004324238,-0.014094155,0.03534979,-0.119978094,1.2221655,0.61548862,0.241966752,0.045643684,-0.031561942,0.108089893,0.002301629,0.040108138,0.113555705,0.242339594,-0.022534557,0.126162974,0.243771107,-0.083255192,0.260146009,0.101594321,-0.003801673,0.025621616,,0.705311635
39.855,116.165,-0.015179433,0.000249675,0.000568471,0,-6.78E-21,1.63E-19,-3.25E-19,0.005151923,-0.035714754,0.115394388,-0.274293634,0.883575889,0.43467075,0.440192179,0.1493934,0.029301265,0.782988694,0.559966391,0.122495433,0.239464132,-0.09896663,0.366449535,0.117786246,-0.005825887,0.223024098,0.086392225,0.000784791,-0.001174551,-0.000686148,,1.224917484
39.855,116.175,-0.008047068,-0.002614004,0.001037974,3.42E-05,-1.70E-05,-0.0001539,0.001444051,-0.000929945,-0.020052584,0.080007727,0.032015345,0.842237641,0.771139546,0.103186747,0.257268556,0.112625273,0.160165018,0.478284376,0.151526955,0.285002692,0.342809324,0.317080924,0.301563438,0.574649142,0.290212789,0.701337954,0.4763042,0.115582749,-0.019496579,,1.081044003
39.855,116.185,0.057242946,-0.002711829,-0.00208325,3.69E-05,9.66E-20,-7.86E-19,0.000334324,-0.021344506,0.132095705,-0.411540293,1.029848675,2.50047022,4.909494669,2.73513588,1.916424393,3.267213538,7.873919182,3.494050079,3.480002303,3.898942514,5.885336004,7.869719164,16.30763545,9.004824141,2.572132344,2.429494534,1.148455299,0.474562475,0.296897896,,0.285304442
39.855,116.195,0.010599088,0.001640842,-0.000895099,-0.000101889,-3.39E-21,8.13E-20,-0.000923401,-0.001305215,0.026339874,-0.097462486,0.241863636,0.3121165,3.857064663,3.904432684,0.845255828,0.401639181,0.62789053,1.085285164,0.458472206,0.416933421,1.117331101,0.417380515,0.79313592,0.976805592,0.480673988,0.438084071,0.359052038,0.018334333,-0.04668507,,0.513076042
39.855,116.205,-0.00303585,-0.000118346,0.000116645,-8.47E-22,1.19E-20,-3.73E-20,1.36E-20,0.00105713,-0.008865199,0.035721277,-0.100358373,0.295657777,0.201047497,-0.064647055,0.215138253,0.027810849,0.013507159,-0.029223075,0.083019953,0.287595358,0.13872172,0.052978561,0.037208346,0.071691646,0.194509083,0.03242302,0.091578683,0.139647496,0.019937581,,1.627960042
39.855,116.215,0.02148692,0.013841214,-0.031194608,0.031695919,0.201071672,0.015934392,0.001123995,-0.013522138,0.065460891,-0.195950028,0.536621671,0.608271518,0.189932597,0.262720671,0.200852739,0.468248336,0.481360534,0.797398508,0.685456978,0.393302623,0.321362249,0.443608316,1.116941678,1.009750352,0.662302593,0.641943012,0.303025418,0.414122318,0.449228977,,1.114792681
39.855,116.225,-0.056123383,0.016829947,-0.002315072,-0.00010359,0.000116645,0.00105713,-0.00873147,0.041267737,-0.131955315,0.361648053,0.117326806,2.764143802,2.471501916,1.630341834,1.945751755,0.928439661,0.971507664,0.478154874,0.761371128,0.777466536,1.142772178,1.606969137,5.356163841,1.471459663,1.312090441,1.301882332,0.867169111,0.21775486,-0.076519299,,0.524495241
39.855,116.235,-0.012005893,0.21069353,-0.055820609,0.045646383,0.188297168,0.045511419,-0.081284262,0.292758523,-0.169638234,0.405951658,2.896318747,10.55232613,23.06045245,8.460699826,6.087473252,7.516074897,6.693033143,8.449475476,7.637007215,5.893491172,7.584874227,11.06140997,23.81517054,21.04729561,11.11412112,8.459397391,4.517011677,1.578880462,0.72015156,,0.266834834
39.855,116.245,0.04801496,-0.097913131,0.44310769,0.609187845,-0.181754051,0.748763136,0.270091967,0.066116336,-0.045706711,0.225573662,0.210007498,7.708873746,14.48431659,7.486780335,4.529366158,3.047104649,4.023764238,3.560235665,3.877331476,3.559348805,4.537206207,6.644932742,13.27520297,16.10101377,11.17447577,6.583557411,5.073130889,2.49524684,0.823507172,,0.271827124
39.855,116.255,0.449305184,0.020524722,0.054439818,0.787116741,1.595782488,0.770983449,0.186238887,-0.079855852,0.570295932,0.160312835,3.425097116,32.12673083,19.19641307,4.704120481,3.951036509,4.041123761,5.564773588,4.346741824,7.115181123,4.769361734,7.161624056,8.634682411,19.53874895,22.31432429,16.24075678,14.50710996,11.27255257,3.806221276,0.531015082,,0.213989504
39.855,116.265,0.208281515,-0.010535274,0.099262932,0.28412097,0.157614639,0.329827967,0.053731535,0.022229832,0.214822421,0.044839038,1.225749454,3.753427684,5.129661482,3.65994935,2.446749032,2.032690535,3.503554571,2.35895921,1.633015864,2.360295041,2.515109594,5.060998087,11.36165013,12.84737533,10.57919101,9.937338891,6.289464724,2.40306502,0.639415423,,0.363046629
39.855,116.275,0.369192178,-0.053949679,0.027095909,-0.007934508,0.002665098,-0.01835468,0.06135969,-0.165302088,0.565025087,-0.334893908,1.604512768,4.698790763,7.790942764,5.386343442,3.25615755,3.070922927,6.541458208,4.575614558,2.316535429,2.670124136,4.340043367,5.544295518,7.298470008,7.003897984,4.757441396,3.523736781,3.375294239,1.373576569,0.302236473,,0.452306202
39.855,116.285,0.099278963,-0.051832429,0.097168104,0.423543165,0.577872808,0.447538539,0.114288695,-0.060295909,0.199052286,-0.512330138,2.968424267,10.616056,27.30033085,14.86544655,6.698661931,12.02893962,16.2580275,9.56481123,7.851728062,7.696434355,9.554653255,16.42757701,22.38367536,16.44999678,10.56614631,9.668434379,4.508030055,2.004049025,1.446475605,,0.25096085
39.855,116.295,0.052660522,0.123943618,0.039800195,0.394372533,1.169989555,0.330235708,0.192446527,0.028855994,0.142876705,-0.147919063,1.460030994,12.00653943,18.6201703,7.888272346,5.57443094,5.453020122,5.211006175,5.397071604,6.280496377,5.130485071,6.495830078,8.313039418,13.49670711,13.45737049,11.36487557,8.425238315,5.368543581,2.704878797,1.57582765,,0.262775194
39.855,116.305,0.086035871,0.198054767,0.680893312,1.137833318,0.773896034,1.257948651,0.565772844,0.401147075,-0.203578305,1.46828547,-0.370539375,17.12448757,33.30688239,22.64828783,10.64486949,8.357037397,10.84656456,12.98894416,10.28145823,8.036117666,15.65505982,14.61290677,26.56681727,18.9743161,17.57239352,12.51657931,12.58636894,5.266129476,0.707840969,,0.197307129
39.855,116.315,0.194622893,0.259558939,-0.014640092,0.125318965,0.376244847,0.114179231,-0.011785797,0.287372813,0.153936356,0.040894555,-0.072836634,2.024723625,2.761879475,2.949313278,0.967393439,4.937808503,4.763763246,2.096173707,1.255722454,1.965055812,2.719288304,5.8827855,10.23027326,6.670790139,3.219660295,1.997079273,1.487349728,0.615761448,0.08614612,,0.374377525
39.855,116.325,0.007752678,0.062745816,-0.122740521,0.126545232,0.80428669,0.063737568,0.002335026,-0.019689902,0.079489626,-0.221677897,0.643104048,1.228525554,3.835613095,1.687611744,1.429345268,4.211789636,5.269600797,2.148823959,1.471070987,1.740415839,1.032539051,5.9101688,7.477074075,3.547556552,2.306441288,2.334008557,0.901813478,0.099288303,0.275192112,,0.380702137
39.855,116.335,0.044026541,0.010707943,0.040637994,0.073960491,0.193859844,0.060200656,0.076060532,-0.033497489,0.149134555,-0.470732552,2.258666181,6.354574763,4.4248322,1.561150098,1.327211018,2.029226243,2.463785606,1.910041886,1.535816662,1.232249914,1.255347045,2.575754388,2.38287471,2.430828617,2.077693399,2.041465567,1.067750324,0.506621892,0.575564364,,0.422260149
39.855,116.345,0.01611885,0.020858888,-0.020081449,0.089876899,0.242788056,0.084197489,-0.002215902,0.028289984,-0.062912342,0.547989145,0.616196108,0.800575946,3.843306988,2.368600229,1.303874881,3.444632379,3.141650722,1.312916055,1.786027701,2.808479014,3.593867144,3.882921053,6.665173269,4.911239077,3.072324938,1.521467272,1.422040683,0.924863439,0.681330239,,0.480784325
39.855,116.355,-0.058047958,0.1075212,-0.158086146,0.157741178,1.005516349,0.081103755,-0.01162663,0.037507149,-0.062769645,0.147174992,1.285962177,7.804562494,8.377020828,3.31038302,1.051205711,7.314265642,5.311590015,2.726813559,3.545276364,3.349654739,3.019692922,5.721224178,5.472433765,5.670243771,4.303994329,3.93069726,1.812796638,1.000407856,1.06031597,,0.348308979
39.855,116.365,0.075224416,0.078120561,0.018167646,0.515546311,1.321766342,0.469753679,0.15666635,0.017274128,0.057077561,0.525733298,4.366434903,25.41088815,23.60521433,9.141094225,6.419973509,5.483099966,8.680559171,8.116887149,6.665078306,7.708552993,7.292984406,13.71489834,19.19379591,15.25068909,11.96913944,10.41377247,8.487102624,4.73557987,2.198625084,,0.238684896
39.855,116.375,0.056803695,0.532452839,-0.075570737,0.535447946,1.824982294,0.442526402,0.085139445,0.571543055,-0.344015723,2.311428344,2.523526261,42.57829953,45.54909349,18.25065511,12.36038379,12.10971702,14.22440747,10.72696629,12.32899133,11.34886242,12.59814724,28.25816271,40.00190376,38.61766029,24.6138869,20.41644241,15.22454332,6.256585133,1.98630504,,0.169902737
39.855,116.385,0.071076799,1.877220345,0.920321629,2.542893356,6.567729212,2.197169424,1.605001178,1.807994656,-0.865610729,6.811858314,22.73755202,59.71608134,57.8161358,30.06394464,13.39307428,12.87278606,16.64681882,20.15217422,18.34533512,17.73529873,17.01451784,29.35609477,46.70338776,42.5079872,37.36759314,30.70444982,22.68763064,11.04515319,5.126244056,,0.165946014
39.855,116.395,-0.087919352,0.976495386,0.065912946,1.074641739,2.050562219,1.105561449,-0.012332577,1.444452102,-1.275137202,5.186804797,11.7740238,22.1564525,30.4703096,25.07831318,16.13550158,19.12073869,26.37155857,23.80337445,26.89807158,43.93698218,28.12700101,58.12213657,58.05726174,56.43310094,52.58920751,18.11551174,11.44871354,5.218139229,0.414592528,,0.161442859
39.855,116.405,-0.007904546,0.762206039,0.21279936,0.90623339,2.1557736,0.835887142,0.339550983,0.91893548,-0.7340491,4.083209739,7.760423403,54.03413191,50.07948702,21.59955678,9.314681848,13.85012646,19.95541392,15.83305828,12.14246862,13.57127994,19.88136981,20.762429,34.4977232,27.8967545,25.55790814,18.226409,15.52176631,7.29629158,2.280985099,,0.183034578
39.855,116.415,0.069551348,0.358996878,0.120280976,1.15966558,2.183646127,1.169861788,0.191349147,0.486103537,-0.189350309,0.935212911,2.12839341,30.33897719,47.76065424,30.89495306,17.76078362,16.37713969,17.89702104,20.37567323,18.13567596,17.72854025,20.65894018,35.6248669,68.25454038,67.78105196,35.34261866,32.10049435,22.98252811,8.189128431,1.45435428,,0.170650688
39.855,116.425,0.093814489,0.208006103,0.535114991,1.211304147,2.114923499,1.172655153,0.728782601,0.124003838,0.149373676,0.471979114,2.325736556,38.1081383,59.48327808,33.63003325,18.49029344,22.52888887,32.96616705,24.71335337,26.36725723,21.28302684,25.02362899,42.74466949,44.95913798,36.64295153,23.37450111,21.94601633,14.36712941,7.831659807,5.224683989,,0.159437611
39.855,116.435,0.305836541,0.217776571,0.969394115,1.223070709,1.305421387,1.237780122,1.067813966,0.135110101,0.418712953,0.691211062,3.274392608,19.50866813,22.51447391,15.23222916,7.022089702,13.00061244,15.09455022,14.34322568,10.46158255,10.72434703,13.7677118,20.02401747,26.26798529,22.86232092,17.70494262,15.9741976,11.90306633,4.824415696,1.391603594,,0.190273042
39.855,116.445,0.05481837,0.013413981,-0.077186887,0.36126886,1.036693889,0.325993753,0.032470258,-0.043567813,0.107247911,-0.106247754,3.982214443,8.000568671,14.24465425,9.831422805,5.280756499,4.610099911,8.178377426,7.060318972,4.920417804,5.669157366,6.030577217,10.3652062,15.87351222,14.53704018,13.71408069,9.617794853,5.622088739,1.957967943,0.255964984,,0.229031174
39.855,116.455,0.041433074,0.221678458,0.106443162,0.259558682,0.58887866,0.235329336,0.150518887,0.248358868,-0.159565737,1.329089166,-1.1755024,23.76402589,44.76610502,29.50193038,17.88001527,12.55238286,14.11294849,12.74308658,12.19442079,12.84591785,14.52991862,21.36635671,36.23166026,37.57953557,14.06490827,8.775860999,7.12290039,3.360136676,1.264344525,,0.167252636
39.855,116.465,0.595618384,0.924394974,0.047603888,0.199048734,0.608463931,0.17634525,-0.007705663,1.069246776,0.304045512,1.042283022,1.755053775,7.853711201,8.270493437,11.6622507,9.652791534,10.19385007,13.83573988,14.10399529,9.579752749,10.59047994,10.2247673,16.86880569,32.0274968,25.26270945,10.58152891,6.846136775,4.32758352,1.973765411,1.268679951,,0.171025745
39.855,116.475,1.16585299,1.485832601,0.330273925,1.204914551,2.799742295,1.112491818,0.459937776,1.545885598,0.905567418,1.600131082,3.346496726,17.37394607,30.80706511,16.89576968,8.755325406,6.813680658,9.955139581,12.14188721,10.58265362,8.048371123,7.450628282,12.63694004,26.02451661,18.85267616,16.04384146,17.80122425,10.9325595,5.934187465,4.403701957,,0.237266505
39.855,116.485,0.180712524,0.258042131,0.201292824,0.318366791,0.353131777,0.333085446,0.180249524,0.299711862,0.183298251,-0.193305221,2.858534297,6.748984579,8.180700498,6.919871839,3.826511089,3.302381906,7.682152382,4.533916571,4.463836048,3.813487348,5.073660407,6.847214512,13.4869853,10.71089527,6.479411905,7.044740702,5.429980984,2.042019403,1.046040016,,0.332454706
39.855,116.495,0.117408387,-0.006023429,0.298284433,0.825140232,0.865269751,0.896236492,0.269357333,0.063796627,0.127176278,-0.167191282,4.075423771,15.40925833,13.69384656,7.130167801,5.129695965,4.210623567,6.163953151,6.328632641,5.420027335,5.077988579,9.843218772,10.44693796,20.40280382,39.30425131,24.8412809,14.51620306,9.924142677,5.591377079,2.555602333,,0.223938401
39.855,116.505,0.22632304,0.076536298,0.265223222,0.570235869,0.478865418,0.6277647,0.221751374,0.120291375,0.313623345,-0.595703081,6.236394176,37.88881836,37.42160861,19.64846496,9.272484862,10.40174589,8.837989708,10.61364635,8.676492192,9.568274594,11.91109067,11.03730323,21.7715263,30.02354343,27.99547213,23.61845264,13.6494416,5.743611825,2.899015857,,0.186984095
39.855,116.515,0.165425347,0.954574763,1.449008456,1.083613053,0.79257054,1.064923733,1.487352449,0.973680021,0.186738043,0.336961359,2.689478213,5.17778197,9.161038585,7.570153678,5.271608494,4.140280893,5.772439873,4.620999285,4.398717072,3.38543987,6.443992357,8.175595829,10.11098692,17.56297567,14.70291311,11.08573032,7.608882346,2.990022875,0.888417237,,0.263264048
39.855,116.525,0.123588475,-0.013255292,0.042289478,0.076112607,0.193802349,0.062110748,0.082039999,-0.067280399,0.173657384,0.147390389,1.700821234,6.05896539,10.75309662,6.129064383,3.810964678,4.756598829,3.442368762,4.088834547,4.52824163,5.377715894,6.705980874,12.79597872,23.16863013,78.46401006,47.74209971,23.05476765,15.20159121,8.39939909,2.689149419,,0.158874554
39.855,116.535,0.162463723,0.33469899,0.064886926,0.163295697,0.42368732,0.143182665,0.077612817,0.36631922,0.085875035,0.272957172,4.298774276,11.16324743,15.01505216,9.958353539,7.190683194,6.775037399,5.59379443,6.126956944,6.272850104,5.530146093,6.660901111,7.57945224,16.96070646,23.42435903,25.58391935,16.40408412,8.095791882,3.105765069,0.951196057,,0.265182762
39.855,116.545,0.007776044,-0.002115378,2.33E-05,7.53E-05,1.02E-20,-3.39E-20,0.000682465,-0.00481952,0.014990272,-0.028930374,0.080564259,0.082134011,0.254734131,0.9827694,0.861385843,2.044706674,1.545671059,1.121456787,0.9252199,0.717228657,1.620619013,1.179623806,2.242249466,3.144796079,1.646879827,1.550005253,0.831385105,0.106362594,-0.012155035,,0.62556912
39.855,116.555,0.033270426,-0.004937564,-0.000137956,0.000138975,-1.70E-05,-0.0001539,0.002393975,-0.018589528,0.087166528,-0.298546068,1.10547942,2.662169008,1.525975738,1.681624771,1.375392542,1.26343723,1.491783994,1.417507263,0.50022257,1.465335008,0.484255873,2.066991733,1.236015309,0.999388745,0.749457606,1.372818494,0.312080357,0.104291251,0.168464497,,0.694599538
39.855,116.565,-0.006210597,0.000810165,0.000167786,-1.70E-05,0,-3.05E-20,-0.0001539,0.002655082,-0.011921661,0.02595448,-0.049629475,0.403013967,0.590635844,0.830058398,0.103307463,0.526472344,0.248907513,0.73399286,0.701749359,0.281104777,-0.173182791,0.717426363,0.676606174,0.325103535,0.000524478,0.731658205,0.206270639,-0.015717186,0.066299523,,1.099481863
39.855,116.575,0.115743277,-0.268985734,0.441745161,0.803959486,-0.407824086,1.036404152,0.143409527,0.002950626,-0.017631016,0.050277682,-0.119118626,0.433585773,1.094344843,1.351663868,1.318926591,0.460021631,0.741568065,0.481950907,0.510143211,0.192014658,0.605694909,0.683905597,4.462493842,3.555323204,2.48163494,1.651553675,1.445864216,0.582267859,0.000158424,,0.540878128
39.855,116.585,0.057910808,0.363016957,0.181816671,0.153344816,0.147736224,0.154580825,0.146416925,0.453339673,-0.135602925,0.797883913,1.584319722,0.753697999,1.436939069,0.794107523,0.32342591,0.044966523,1.625535567,0.880372015,0.188989022,0.340029523,0.066990627,0.691490175,0.697444928,1.327283984,0.645548534,1.244334791,0.58597759,0.274427521,0.211384249,,0.781843567
39.855,116.595,-0.030430062,0.016030445,-0.004872551,0.000147862,0.000191949,0.001739596,-0.011483423,0.037010234,-0.100856123,0.367104576,0.320271697,0.772557878,0.70111391,0.530634723,0.294222936,0.700104355,1.44689761,1.866966505,0.806312929,0.809039167,0.613835205,0.922681444,2.039726299,1.565560487,2.246731763,0.916207481,1.090859435,0.284527489,-0.263457176,,0.676253248
39.855,116.605,-0.013477171,0.018195619,-0.030432028,0.031554914,0.201071672,0.015934392,-0.0001539,0.002808982,-0.012904011,0.02944379,-0.061721027,0.449170998,0.242705516,0.345394266,0.148582197,0.249395955,0.170653006,0.975459983,0.715746756,0.385624773,0.330037052,0.026236898,0.174939205,0.024406623,0.623132011,0.31945957,0.21312138,0.172453377,0.065956326,,1.206078802
39.855,116.615,0.001670427,0.000347767,-0.000133431,-1.70E-05,-3.39E-21,1.02E-20,-0.0001539,-7.48E-05,0.004010958,-0.014606286,0.02618984,0.116383126,0.073937732,-0.019136489,0.043141715,0.275123596,0.132313178,0.066677401,0.009496201,-0.013097958,0.047265852,0.197576653,0.01685629,0.223929166,0.012278775,0.284920512,0.034070723,-0.010416402,0.04183805,,1.880253892
39.855,116.625,0.006603474,-0.001790193,5.73E-05,7.53E-05,-1.02E-20,1.29E-19,0.000682465,-0.00451172,0.015668397,-0.045171882,0.152214522,-0.09934423,0.360655792,0.343158422,0.061790259,0.467060953,0.490195685,0.205263573,0.533658855,0.292334572,0.5016591,0.103874438,0.270311118,0.168304183,0.238425427,0.116205557,0.068957901,0.004118881,-0.013648462,,1.395501341
39.855,116.635,-0.003905961,0.000114554,0.000150608,-8.47E-22,-1.69E-21,-2.03E-20,1.49E-19,0.001364931,-0.00902344,0.028386167,-0.06839719,0.227958607,-0.005064067,0.120017081,0.195793288,0.003160818,0.043782482,-0.119701566,0.395035396,0.077356459,0.485426309,0.147871946,0.177385518,0.011325069,0.012732957,0.177680343,0.017599793,-0.006689449,0.023517336,,1.570928355
39.855,116.645,0.009446015,-0.011645847,0.009931376,0.060334398,0.040791346,0.070506656,0.000145985,-0.000263401,0.011118029,-0.061373394,0.353913219,0.328982098,-0.113971951,0.323453467,0.183754094,0.330855514,0.538002495,0.248092156,0.25100568,0.215941407,0.419011999,0.354184532,0.360632756,1.397577882,0.627876536,0.130036566,0.241336219,0.040431204,-0.076284726,,1.222949795
39.855,116.655,0.039834962,-0.009338526,0.001184316,0.000477765,-8.07E-05,7.91E-05,0.003931838,-0.018692024,0.04564345,0.070159794,-0.000831385,-0.006054567,0.228984739,0.06246446,0.053369957,0.045227718,0.516060304,0.088128303,0.058475494,0.220503144,-0.016430256,0.518605938,0.081637308,1.127425114,0.619381866,0.22555605,0.016722401,-0.003107421,0.013058209,,1.226498433
39.855,116.665,-0.003907007,0.000189858,0.000150608,-8.47E-22,-1.69E-21,-6.78E-21,4.07E-20,0.001364931,-0.008340974,0.023345882,-0.050718255,0.18228616,0.139856093,0.011422672,0.013928801,-0.032323528,0.107304844,0.015934392,-1.73E-18,-5.42E-19,-1.08E-19,0.000682465,-0.00451172,0.013928801,-0.032321634,0.107222186,0.016545431,-0.003700449,0.017105228,,2.297685115
39.855,116.675,0.030136051,-0.005925141,0.000364857,8.31E-05,-3.40E-05,-0.0003078,0.003021832,-0.018352916,0.074887932,-0.235394634,1.088980031,0.820122096,0.496032873,0.06495233,0.089240144,0.135420445,0.226704322,0.073204033,0.026861048,0.106000375,0.082729328,0.390930595,0.377950998,0.065262132,0.227239072,0.124823183,0.106901778,0.023767787,-0.038123994,,0.934474606
39.855,116.685,-0.032435624,0.023579319,-0.001381661,-0.001143099,-6.05E-05,-0.000548736,-0.006314636,0.035124885,-0.033761816,-0.128171893,2.09650042,5.006502759,2.122203533,0.700259402,0.154604209,0.213360384,0.099270711,0.148119496,-0.055009323,0.25075795,0.172349146,0.471921186,0.893337496,0.565295169,0.34483858,0.600490146,0.219548941,0.059823823,0.044015952,,0.500143255
39.855,116.695,0.022638145,-0.003113624,-0.020390014,0.0922996,0.24188,0.086594948,0.002575961,-0.015806804,0.041078823,-0.064163096,0.195234512,1.017276284,3.352468306,0.77914963,0.278049421,0.79000632,1.192716656,0.567292642,0.896717412,0.220814373,0.946589007,0.592346732,0.52968843,2.172755878,1.199108762,1.386173289,0.929970446,0.381623192,-0.022739995,,0.692268017
39.865,116.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.865,116.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.865,116.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.865,116.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.865,116.135,0,0,0,0,0,0,0,0,0,0,0,0,5.29E-23,-4.24E-22,-8.47E-22,-1.02E-20,2.03E-20,0.000682465,-0.00451172,0.013928801,-0.032323528,0.107304844,0.015934392,-1.95E-18,-5.42E-19,-1.64E-07,6.41E-08,8.49E-06,-3.86E-05,,2.59038215
39.865,116.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100000
39.865,116.155,-0.000546199,-0.000767128,0.000183917,4.13E-05,-1.52E-20,6.78E-21,0.000374665,-0.001095053,0.000370128,-0.004689133,0.052941888,0.63746685,0.451188818,0.190241972,-0.051380896,0.154378397,0.27425946,0.163356422,0.187833082,-0.112573412,0.336719595,0.389460152,0.566268684,0.29450266,-0.01232291,0.088200559,0.062020202,0.066163006,0.02857351,,1.162521595
39.865,116.165,0.026127177,-0.007487036,6.19E-05,0.000267254,2.71E-20,5.42E-20,0.002422061,-0.017293209,0.05477697,-0.127239704,0.429208331,0.398596833,1.032208458,0.783009344,0.070357736,-0.009958601,0.241730313,0.033821267,0.14546869,0.290888337,0.569250091,-0.104979525,0.871715408,0.796416293,0.238639753,0.631494089,0.1362756,-0.014875565,0.065596196,,0.778653513
39.865,116.175,0.43888472,-0.089205633,0.013436849,0.006255713,-0.00107694,0.003206115,0.036023371,-0.154719999,0.269811171,2.369863932,1.147081407,1.079994516,0.562317585,0.058366424,0.116224886,0.066977286,0.009374445,-0.011022492,0.035207437,0.407974084,0.520045901,0.339298666,0.204671496,0.413795333,0.325119739,0.631542711,0.256617729,-0.001613174,0.019250842,,0.855248519
